,,,,,,,No. of recruits,,
Year,Period,Sector,Reef,ReefID,Site,Panel,Spawn,Brood,Total
2018,Post-2016,5,Sykes,23-054,Sykes_2_1m,3,7,0,7
2018,Post-2016,5,Sykes,23-054,Sykes_2_1m,4,1,14,15
2018,Post-2016,5,Sykes,23-054,Sykes_2_1m,5,4,18,22
2018,Post-2016,5,Sykes,23-054,Sykes_2_1m,6,1,0,1
2018,Post-2016,5,Sykes,23-054,Sykes_2_1m,7,5,6,11
2018,Post-2016,5,Sykes,23-054,Sykes_2_1m,8,1,13,14
2018,Post-2016,5,Sykes,23-054,Sykes_2_1m,9,1,0,1
2018,Post-2016,5,Sykes,23-054,Sykes_2_1m,10,1,21,22
2018,Post-2016,5,Sykes,23-054,Sykes_3_1m,1,5,16,21
2018,Post-2016,5,Sykes,23-054,Sykes_3_1m,2,6,4,10
2018,Post-2016,5,Sykes,23-054,Sykes_3_1m,3,9,18,27
2018,Post-2016,5,Sykes,23-054,Sykes_3_1m,4,2,0,2
2018,Post-2016,5,Sykes,23-054,Sykes_3_1m,5,4,3,7
2018,Post-2016,5,Sykes,23-054,Sykes_3_1m,6,2,0,2
2018,Post-2016,5,Sykes,23-054,Sykes_3_1m,7,1,1,2
2018,Post-2016,5,Sykes,23-054,Sykes_3_1m,8,2,1,3
2018,Post-2016,5,Sykes,23-054,Sykes_3_1m,9,1,0,1
2018,Post-2016,5,Sykes,23-054,Sykes_3_1m,10,0,16,16
2018,Post-2016,5,Sykes,23-054,Sykes_4_1m,1,0,10,10
2018,Post-2016,5,Sykes,23-054,Sykes_4_1m,2,2,0,2
2018,Post-2016,5,Sykes,23-054,Sykes_4_1m,3,2,0,2
2018,Post-2016,5,Sykes,23-054,Sykes_4_1m,4,0,1,1
2018,Post-2016,5,Sykes,23-054,Sykes_4_1m,5,2,0,2
2018,Post-2016,5,Sykes,23-054,Sykes_4_1m,6,2,0,2
2018,Post-2016,5,Sykes,23-054,Sykes_4_1m,7,2,0,2
2018,Post-2016,5,Sykes,23-054,Sykes_4_1m,8,1,0,1
2018,Post-2016,5,Sykes,23-054,Sykes_4_1m,9,1,9,10
2018,Post-2016,5,Sykes,23-054,Sykes_4_1m,10,1,0,1
2018,Post-2016,2,Lizard,14-116,Cooks Look,1,0,0,0
2018,Post-2016,2,Lizard,14-116,Cooks Look,2,2,0,2
2018,Post-2016,2,Lizard,14-116,Cooks Look,3,2,1,3
2018,Post-2016,2,Lizard,14-116,Cooks Look,4,0,0,0
2018,Post-2016,2,Lizard,14-116,Cooks Look,5,0,0,0
2018,Post-2016,2,Lizard,14-116,Cooks Look,6,2,0,2
2018,Post-2016,2,Lizard,14-116,Corner Beach,1,1,0,1
2018,Post-2016,2,Lizard,14-116,Corner Beach,2,1,0,1
2018,Post-2016,2,Lizard,14-116,Corner Beach,3,0,0,0
2018,Post-2016,2,Lizard,14-116,Corner Beach,4,1,0,1
2018,Post-2016,2,Lizard,14-116,Corner Beach,5,0,0,0
2018,Post-2016,2,Lizard,14-116,Corner Beach,6,1,0,1
2018,Post-2016,2,Lizard,14-116,Easter Point,1,0,0,0
2018,Post-2016,2,Lizard,14-116,Easter Point,3,0,0,0
2018,Post-2016,2,Lizard,14-116,Easter Point,4,5,1,6
2018,Post-2016,2,Lizard,14-116,Easter Point,5,2,0,2
2018,Post-2016,2,Lizard,14-116,Easter Point,6,2,0,2
2018,Post-2016,2,Lizard,14-116,Gnarly Tree,1,0,0,0
2018,Post-2016,2,Lizard,14-116,Gnarly Tree,2,0,0,0
2018,Post-2016,2,Lizard,14-116,Gnarly Tree,3,0,1,1
2018,Post-2016,2,Lizard,14-116,Gnarly Tree,4,1,1,2
2018,Post-2016,2,Lizard,14-116,Gnarly Tree,5,1,0,1
2018,Post-2016,2,Lizard,14-116,Gnarly Tree,6,3,0,3
2018,Post-2016,2,Lizard,14-116d,Horseshoe,1,0,0,0
2018,Post-2016,2,Lizard,14-116d,Horseshoe,2,2,0,2
2018,Post-2016,2,Lizard,14-116d,Horseshoe,3,0,0,0
2018,Post-2016,2,Lizard,14-116d,Horseshoe,4,2,0,2
2018,Post-2016,2,Lizard,14-116d,Horseshoe,5,1,0,1
2018,Post-2016,2,Lizard,14-116d,Horseshoe,6,1,0,1
2018,Post-2016,2,Lizard,14-116d,Lagoon 1,1,0,0,0
2018,Post-2016,2,Lizard,14-116d,Lagoon 1,2,0,0,0
2018,Post-2016,2,Lizard,14-116d,Lagoon 1,3,0,0,0
2018,Post-2016,2,Lizard,14-116d,Lagoon 1,4,0,0,0
2018,Post-2016,2,Lizard,14-116d,Lagoon 1,5,0,0,0
2018,Post-2016,2,Lizard,14-116d,Lagoon 1,6,0,0,0
2018,Post-2016,2,Lizard,14-116d,Lagoon 2,1,0,0,0
2018,Post-2016,2,Lizard,14-116d,Lagoon 2,2,0,1,1
2018,Post-2016,2,Lizard,14-116d,Lagoon 2,3,6,2,8
2018,Post-2016,2,Lizard,14-116d,Lagoon 2,4,0,0,0
2018,Post-2016,2,Lizard,14-116d,Lagoon 2,5,0,0,0
2018,Post-2016,2,Lizard,14-116d,Lagoon 2,6,0,0,0
2018,Post-2016,2,Lizard,14-116c,Lizard Head,1,2,0,2
2018,Post-2016,2,Lizard,14-116c,Lizard Head,4,1,0,1
2018,Post-2016,2,Lizard,14-116c,Lizard Head,5,2,0,2
2018,Post-2016,2,Lizard,14-116c,Lizard Head,6,2,0,2
2018,Post-2016,2,Lizard,14-116,No Mans Land,1,0,0,0
2018,Post-2016,2,Lizard,14-116,No Mans Land,2,1,0,1
2018,Post-2016,2,Lizard,14-116,No Mans Land,3,0,1,1
2018,Post-2016,2,Lizard,14-116,No Mans Land,4,1,1,2
2018,Post-2016,2,Lizard,14-116,No Mans Land,5,0,0,0
2018,Post-2016,2,Lizard,14-116,No Mans Land,6,1,0,1
2018,Post-2016,2,Lizard,14-116,North of Paradise,1,5,0,5
2018,Post-2016,2,Lizard,14-116,North of Paradise,2,1,0,1
2018,Post-2016,2,Lizard,14-116,North of Paradise,3,0,0,0
2018,Post-2016,2,Lizard,14-116,North of Paradise,4,1,0,1
2018,Post-2016,2,Lizard,14-116,North of Paradise,5,1,0,1
2018,Post-2016,2,Lizard,14-116,North of Paradise,6,0,0,0
2018,Post-2016,2,Lizard,14-116,North Reef 1,1,4,0,4
2018,Post-2016,2,Lizard,14-116,North Reef 1,2,1,0,1
2018,Post-2016,2,Lizard,14-116,North Reef 1,3,0,0,0
2018,Post-2016,2,Lizard,14-116,North Reef 1,4,0,1,1
2018,Post-2016,2,Lizard,14-116,North Reef 1,5,0,0,0
2018,Post-2016,2,Lizard,14-116,North Reef 1,6,4,1,5
2018,Post-2016,2,Lizard,14-116,North Reef 2,1,2,0,2
2018,Post-2016,2,Lizard,14-116,North Reef 3,1,2,0,2
2018,Post-2016,2,Lizard,14-116,North Reef 3,2,1,0,1
2018,Post-2016,2,Lizard,14-116,North Reef 3,3,1,0,1
2018,Post-2016,2,Lizard,14-116,North Reef 3,4,0,0,0
2018,Post-2016,2,Lizard,14-116,North Reef 3,5,0,0,0
2018,Post-2016,2,Lizard,14-116,North Reef 3,6,0,0,0
2018,Post-2016,2,Lizard,14-116osprey,Osprey,1,2,0,2
2018,Post-2016,2,Lizard,14-116osprey,Osprey,2,0,0,0
2018,Post-2016,2,Lizard,14-116osprey,Osprey,3,0,0,0
2018,Post-2016,2,Lizard,14-116osprey,Osprey,4,1,0,1
2018,Post-2016,2,Lizard,14-116osprey,Osprey,5,0,0,0
2018,Post-2016,2,Lizard,14-116osprey,Osprey,6,0,0,0
2018,Post-2016,2,Lizard,14-116resort,Resort,1,2,1,3
2018,Post-2016,2,Lizard,14-116resort,Resort,2,0,0,0
2018,Post-2016,2,Lizard,14-116resort,Resort,3,2,0,2
2018,Post-2016,2,Lizard,14-116resort,Resort,4,2,1,3
2018,Post-2016,2,Lizard,14-116resort,Resort,5,0,0,0
2018,Post-2016,2,Lizard,14-116resort,Resort,6,3,0,3
2018,Post-2016,2,Lizard,14-116south,South Island,1,0,0,0
2018,Post-2016,2,Lizard,14-116south,South Island,2,0,0,0
2018,Post-2016,2,Lizard,14-116south,South Island,3,1,0,1
2018,Post-2016,2,Lizard,14-116south,South Island,4,7,1,8
2018,Post-2016,2,Lizard,14-116south,South Island,5,1,1,2
2018,Post-2016,2,Lizard,14-116south,South Island,6,2,1,3
2018,Post-2016,2,Lizard,14-116c,Southeast,1,3,0,3
2018,Post-2016,2,Lizard,14-116c,Southeast,2,0,0,0
2018,Post-2016,2,Lizard,14-116c,Southeast,3,1,0,1
2018,Post-2016,2,Lizard,14-116c,Southeast,4,1,0,1
2018,Post-2016,2,Lizard,14-116c,Southeast,5,0,0,0
2018,Post-2016,2,Lizard,14-116c,Southeast,6,0,0,0
2018,Post-2016,2,Lizard,14-116,Trimodal,1,0,0,0
2018,Post-2016,2,Lizard,14-116,Trimodal,2,1,0,1
2018,Post-2016,2,Lizard,14-116,Trimodal,3,3,0,3
2018,Post-2016,2,Lizard,14-116,Trimodal,4,0,0,0
2018,Post-2016,2,Lizard,14-116,Trimodal,5,0,0,0
2018,Post-2016,2,Lizard,14-116,Trimodal,6,0,0,0
2018,Post-2016,2,Lizard,14-116a,Turtle Beach,1,0,0,0
2018,Post-2016,2,Lizard,14-116a,Turtle Beach,2,0,1,1
2018,Post-2016,2,Lizard,14-116a,Turtle Beach,3,2,0,2
2018,Post-2016,2,Lizard,14-116a,Turtle Beach,4,0,0,0
2018,Post-2016,2,Lizard,14-116a,Turtle Beach,5,0,0,0
2018,Post-2016,2,Lizard,14-116a,Turtle Beach,6,0,0,0
2018,Post-2016,2,Lizard,14-116d,Vickies,1,1,0,1
2018,Post-2016,2,Lizard,14-116d,Vickies,2,2,1,3
2018,Post-2016,2,Lizard,14-116d,Vickies,3,3,0,3
2018,Post-2016,2,Lizard,14-116d,Vickies,4,1,0,1
2018,Post-2016,2,Lizard,14-116d,Vickies,5,0,0,0
2018,Post-2016,2,Lizard,14-116d,Vickies,6,0,0,0
2018,Post-2016,2,Lizard,14-116a,Washing Machine,1,0,0,0
2018,Post-2016,2,Lizard,14-116a,Washing Machine,2,5,0,5
2018,Post-2016,2,Lizard,14-116a,Washing Machine,3,0,0,0
2018,Post-2016,2,Lizard,14-116a,Washing Machine,4,5,0,5
2018,Post-2016,2,Lizard,14-116a,Washing Machine,5,0,0,0
2018,Post-2016,2,Lizard,14-116a,Washing Machine,6,0,0,0
