,,,,,,,No. of recruits,,
Year,Period,Sector,Reef,ReefID,Site,Panel,Spawn,Brood,Total
2004,Pre-2016,3,Coil,18-046,T1R11S2,1,1,4,5
2004,Pre-2016,3,Coil,18-046,T1R11S2,2,3,10,13
2004,Pre-2016,3,Coil,18-046,T1R11S2,3,3,5,8
2004,Pre-2016,3,Coil,18-046,T1R11S2,4,2,4,6
2004,Pre-2016,3,Coil,18-046,T1R11S2,5,2,4,6
2004,Pre-2016,3,Coil,18-046,T1R11S2,6,3,3,6
2004,Pre-2016,3,Coil,18-046,T1R11S2,7,2,2,4
2004,Pre-2016,3,Coil,18-046,T1R11S2,8,2,3,5
2004,Pre-2016,3,Coil,18-046,T1R11S3,1,5,12,17
2004,Pre-2016,3,Coil,18-046,T1R11S3,2,14,17,31
2004,Pre-2016,3,Coil,18-046,T1R11S3,3,0,10,10
2004,Pre-2016,3,Coil,18-046,T1R11S3,4,2,8,10
2004,Pre-2016,3,Coil,18-046,T1R11S3,5,5,10,15
2004,Pre-2016,3,Coil,18-046,T1R11S3,6,1,8,9
2004,Pre-2016,3,Coil,18-046,T1R11S3,7,1,8,9
2004,Pre-2016,3,Coil,18-046,T1R11S3,8,1,6,7
2004,Pre-2016,3,Helix,18-076,T1R8S1,1,12,6,18
2004,Pre-2016,3,Helix,18-076,T1R8S1,2,9,4,13
2004,Pre-2016,3,Helix,18-076,T1R8S1,3,6,4,10
2004,Pre-2016,3,Helix,18-076,T1R8S1,4,21,4,25
2004,Pre-2016,3,Helix,18-076,T1R8S1,5,12,2,14
2004,Pre-2016,3,Helix,18-076,T1R8S1,6,19,10,29
2004,Pre-2016,3,Helix,18-076,T1R8S1,7,4,0,4
2004,Pre-2016,3,Helix,18-076,T1R8S1,8,8,4,12
2004,Pre-2016,3,Helix,18-076,T1R8S2,1,10,14,24
2004,Pre-2016,3,Helix,18-076,T1R8S2,2,3,12,15
2004,Pre-2016,3,Helix,18-076,T1R8S2,3,15,18,33
2004,Pre-2016,3,Helix,18-076,T1R8S2,4,14,9,23
2004,Pre-2016,3,Helix,18-076,T1R8S2,5,9,10,19
2004,Pre-2016,3,Helix,18-076,T1R8S2,6,7,3,10
2004,Pre-2016,3,Helix,18-076,T1R8S2,7,4,18,22
2004,Pre-2016,3,Helix,18-076,T1R8S3,1,65,21,86
2004,Pre-2016,3,Helix,18-076,T1R8S3,2,3,0,3
2004,Pre-2016,3,Helix,18-076,T1R8S3,3,7,7,14
2004,Pre-2016,3,Helix,18-076,T1R8S3,4,4,2,6
2004,Pre-2016,3,Helix,18-076,T1R8S3,5,9,4,13
2004,Pre-2016,3,Helix,18-076,T1R8S3,6,1,1,2
2004,Pre-2016,3,Helix,18-076,T1R8S3,7,26,10,36
2004,Pre-2016,3,Helix,18-076,T1R8S3,8,25,22,47
2004,Pre-2016,3,Knife,18-081,T1R10S1,1,2,6,8
2004,Pre-2016,3,Knife,18-081,T1R10S1,2,2,4,6
2004,Pre-2016,3,Knife,18-081,T1R10S1,3,2,3,5
2004,Pre-2016,3,Knife,18-081,T1R10S1,4,9,6,15
2004,Pre-2016,3,Knife,18-081,T1R10S1,5,2,13,15
2004,Pre-2016,3,Knife,18-081,T1R10S1,6,2,3,5
2004,Pre-2016,3,Knife,18-081,T1R10S1,7,12,10,22
2004,Pre-2016,3,Knife,18-081,T1R10S1,8,3,7,10
2004,Pre-2016,3,Knife,18-081,T1R10S2,1,19,15,34
2004,Pre-2016,3,Knife,18-081,T1R10S2,2,15,11,26
2004,Pre-2016,3,Knife,18-081,T1R10S2,3,49,5,54
2004,Pre-2016,3,Knife,18-081,T1R10S2,4,48,17,65
2004,Pre-2016,3,Knife,18-081,T1R10S2,5,26,6,32
2004,Pre-2016,3,Knife,18-081,T1R10S2,6,9,11,20
2004,Pre-2016,3,Knife,18-081,T1R10S2,7,7,7,14
2004,Pre-2016,3,Knife,18-081,T1R10S2,8,18,11,29
2004,Pre-2016,3,Knife,18-081,T1R10S3,1,3,2,5
2004,Pre-2016,3,Knife,18-081,T1R10S3,2,0,3,3
2004,Pre-2016,3,Knife,18-081,T1R10S3,3,0,1,1
2004,Pre-2016,3,Knife,18-081,T1R10S3,4,0,0,0
2004,Pre-2016,3,Knife,18-081,T1R10S3,5,0,1,1
2004,Pre-2016,3,Knife,18-081,T1R10S3,6,2,8,10
2004,Pre-2016,3,Knife,18-081,T1R10S3,7,1,4,5
2004,Pre-2016,3,Knife,18-081,T1R10S3,8,0,0,0
2004,Pre-2016,3,Chicken,18-086,T1R9S1,1,22,5,27
2004,Pre-2016,3,Chicken,18-086,T1R9S1,2,39,3,42
2004,Pre-2016,3,Chicken,18-086,T1R9S1,3,44,7,51
2004,Pre-2016,3,Chicken,18-086,T1R9S1,4,21,1,22
2004,Pre-2016,3,Chicken,18-086,T1R9S1,5,17,0,17
2004,Pre-2016,3,Chicken,18-086,T1R9S1,6,11,5,16
2004,Pre-2016,3,Chicken,18-086,T1R9S1,7,49,1,50
2004,Pre-2016,3,Chicken,18-086,T1R9S1,8,67,27,94
2004,Pre-2016,3,Chicken,18-086,T1R9S2,1,27,7,34
2004,Pre-2016,3,Chicken,18-086,T1R9S2,2,14,0,14
2004,Pre-2016,3,Chicken,18-086,T1R9S2,3,5,3,8
2004,Pre-2016,3,Chicken,18-086,T1R9S2,4,3,3,6
2004,Pre-2016,3,Chicken,18-086,T1R9S2,5,2,1,3
2004,Pre-2016,3,Chicken,18-086,T1R9S2,6,13,2,15
2004,Pre-2016,3,Chicken,18-086,T1R9S2,7,9,4,13
2004,Pre-2016,3,Chicken,18-086,T1R9S2,8,1,1,2
2004,Pre-2016,3,Chicken,18-086,T1R9S3,1,8,0,8
2004,Pre-2016,3,Chicken,18-086,T1R9S3,2,43,12,55
2004,Pre-2016,3,Chicken,18-086,T1R9S3,3,29,32,61
2004,Pre-2016,3,Chicken,18-086,T1R9S3,4,18,46,64
2004,Pre-2016,3,Chicken,18-086,T1R9S3,5,6,1,7
2004,Pre-2016,3,Chicken,18-086,T1R9S3,6,9,0,9
2004,Pre-2016,3,Chicken,18-086,T1R9S3,7,19,9,28
2004,Pre-2016,3,Chicken,18-086,T1R9S3,8,3,2,5
2004,Pre-2016,3,Wheeler,18-003,T1R7S1,1,21,3,24
2004,Pre-2016,3,Wheeler,18-003,T1R7S1,2,36,9,45
2004,Pre-2016,3,Wheeler,18-003,T1R7S1,3,42,5,47
2004,Pre-2016,3,Wheeler,18-003,T1R7S1,4,42,3,45
2004,Pre-2016,3,Wheeler,18-003,T1R7S1,5,26,5,31
2004,Pre-2016,3,Wheeler,18-003,T1R7S1,6,32,6,38
2004,Pre-2016,3,Wheeler,18-003,T1R7S1,7,21,2,23
2004,Pre-2016,3,Wheeler,18-003,T1R7S1,8,60,15,75
2004,Pre-2016,3,Wheeler,18-003,T1R7S2,1,35,7,42
2004,Pre-2016,3,Wheeler,18-003,T1R7S2,2,20,5,25
2004,Pre-2016,3,Wheeler,18-003,T1R7S2,3,57,5,62
2004,Pre-2016,3,Wheeler,18-003,T1R7S2,4,65,14,79
2004,Pre-2016,3,Wheeler,18-003,T1R7S2,5,19,2,21
2004,Pre-2016,3,Wheeler,18-003,T1R7S2,6,48,13,61
2004,Pre-2016,3,Wheeler,18-003,T1R7S2,7,37,1,38
2004,Pre-2016,3,Wheeler,18-003,T1R7S2,8,26,2,28
2004,Pre-2016,3,Wheeler,18-003,T1R7S3,1,4,4,8
2004,Pre-2016,3,Wheeler,18-003,T1R7S3,2,64,14,78
2004,Pre-2016,3,Wheeler,18-003,T1R7S3,3,81,16,97
2004,Pre-2016,3,Wheeler,18-003,T1R7S3,4,24,5,29
2004,Pre-2016,3,Wheeler,18-003,T1R7S3,5,14,16,30
2004,Pre-2016,3,Wheeler,18-003,T1R7S3,6,16,12,28
2004,Pre-2016,3,Wheeler,18-003,T1R7S3,7,35,15,50
2004,Pre-2016,3,Wheeler,18-003,T1R7S3,8,62,11,73
2004,Pre-2016,4,Eulalie,19-091,T2R12S1,1,0,3,3
2004,Pre-2016,4,Eulalie,19-091,T2R12S1,2,0,5,5
2004,Pre-2016,4,Eulalie,19-091,T2R12S1,3,1,3,4
2004,Pre-2016,4,Eulalie,19-091,T2R12S1,4,0,4,4
2004,Pre-2016,4,Eulalie,19-091,T2R12S1,5,0,5,5
2004,Pre-2016,4,Eulalie,19-091,T2R12S1,6,0,2,2
2004,Pre-2016,4,Eulalie,19-091,T2R12S1,7,0,0,0
2004,Pre-2016,4,Eulalie,19-091,T2R12S1,8,0,20,20
2004,Pre-2016,4,Eulalie,19-091,T2R12S2,1,1,3,4
2004,Pre-2016,4,Eulalie,19-091,T2R12S2,2,0,3,3
2004,Pre-2016,4,Eulalie,19-091,T2R12S2,3,0,2,2
2004,Pre-2016,4,Eulalie,19-091,T2R12S2,4,1,0,1
2004,Pre-2016,4,Eulalie,19-091,T2R12S2,5,1,1,2
2004,Pre-2016,4,Eulalie,19-091,T2R12S2,6,4,5,9
2004,Pre-2016,4,Eulalie,19-091,T2R12S2,7,0,1,1
2004,Pre-2016,4,Eulalie,19-091,T2R12S2,8,0,0,0
2004,Pre-2016,4,Eulalie,19-091,T2R12S3,1,1,7,8
2004,Pre-2016,4,Eulalie,19-091,T2R12S3,2,1,8,9
2004,Pre-2016,4,Eulalie,19-091,T2R12S3,3,0,0,0
2004,Pre-2016,4,Eulalie,19-091,T2R12S3,4,0,11,11
2004,Pre-2016,4,Eulalie,19-091,T2R12S3,5,0,6,6
2004,Pre-2016,4,Eulalie,19-091,T2R12S3,6,0,12,12
2004,Pre-2016,4,Eulalie,19-091,T2R12S3,7,0,6,6
2004,Pre-2016,4,Eulalie,19-091,T2R12S3,8,0,4,4
2004,Pre-2016,4,Fairey,19-109a,T2R7S1,1,3,3,6
2004,Pre-2016,4,Fairey,19-109a,T2R7S1,2,1,5,6
2004,Pre-2016,4,Fairey,19-109a,T2R7S1,3,0,3,3
2004,Pre-2016,4,Fairey,19-109a,T2R7S1,4,2,2,4
2004,Pre-2016,4,Fairey,19-109a,T2R7S1,5,1,2,3
2004,Pre-2016,4,Fairey,19-109a,T2R7S1,6,1,1,2
2004,Pre-2016,4,Fairey,19-109a,T2R7S1,7,4,5,9
2004,Pre-2016,4,Fairey,19-109a,T2R7S1,8,3,2,5
2004,Pre-2016,4,Fairey,19-109a,T2R7S2,1,6,9,15
2004,Pre-2016,4,Fairey,19-109a,T2R7S2,2,3,4,7
2004,Pre-2016,4,Fairey,19-109a,T2R7S2,3,4,3,7
2004,Pre-2016,4,Fairey,19-109a,T2R7S2,4,1,4,5
2004,Pre-2016,4,Fairey,19-109a,T2R7S2,5,7,2,9
2004,Pre-2016,4,Fairey,19-109a,T2R7S2,6,2,3,5
2004,Pre-2016,4,Fairey,19-109a,T2R7S2,7,7,1,8
2004,Pre-2016,4,Fairey,19-109a,T2R7S2,8,5,4,9
2004,Pre-2016,4,Fairey,19-109a,T2R7S3,1,0,0,0
2004,Pre-2016,4,Fairey,19-109a,T2R7S3,2,5,2,7
2004,Pre-2016,4,Fairey,19-109a,T2R7S3,3,1,4,5
2004,Pre-2016,4,Fairey,19-109a,T2R7S3,4,2,14,16
2004,Pre-2016,4,Fairey,19-109a,T2R7S3,5,2,6,8
2004,Pre-2016,4,Fairey,19-109a,T2R7S3,6,7,9,16
2004,Pre-2016,4,Fairey,19-109a,T2R7S3,7,8,10,18
2004,Pre-2016,4,Fairey,19-109a,T2R7S3,8,5,8,13
